name,Base Note,Department,Heart/Middle Note,link,Scents/Notes,Size,Top Note,price,concentration
PENHALIGON'S Portraits The Ingenue Cousin Flora,ambroxan,Women,musk,https://www.noon.com/uae-en/portraits-the-ingenue-cousin-flora-edp-2-5ounce/N36969704A/p?o=ca75ca924edb48bd,Citrus,2.5ounce,citrus,610.0,EDP
PENHALIGON'S Portraitsthe Duke,leatherywood,Men,"gin,cumin",https://www.noon.com/uae-en/portraitsthe-duke-edp-75ml/N12582243A/p?o=ad126fc5a904282f,Woody,75ml,pepperyrose,633.9,EDP
PENHALIGON'S Terrible Teddy,"ambroxan,georgywoodmoleculepatchouli",Men,"leather,atlascedarwood,vetiver",https://www.noon.com/uae-en/terrible-teddy-edp-75ml/N34132942A/p?o=fc7ee93c328b43ea,,75ml,"pinkpepper,olibanum,allspice",675.0,EDP
PENHALIGON'S The Bewitching Yasmine,"incense,tahitianvanilla,laotianoud",Women,"jasminesambac,fir",https://www.noon.com/uae-en/the-bewitching-yasmine-edp-75ml/N36647148A/p?o=c7b3b0633a8aa17a,Oriental,75ml,"cardamom,coffee",653.0,EDP
PENHALIGON'S The Blazing Mister Sam,"cumin,saffron,blackpepper,vanilla,patchouli,cedar,tobacco",Men,woodyfloral,https://www.noon.com/uae-en/the-blazing-mister-sam-edp-75ml/N27423834A/p?o=ba0609c2c2ec2cce,Oriental,75ml,"cardamom,cinnamon",618.6,EDP
PENHALIGON'S The Impudent Cousin Matthew,patchouli,Men,petitgrain,https://www.noon.com/uae-en/the-impudent-cousin-matthew-edp-75ml/N26597856A/p?o=ca3fdd8b29a157bb,Oriental,75ml,mandarinorange,590.0,EDP
PENHALIGON'S The Ingenue Cousin Flora,ambroxan,Women,musk,https://www.noon.com/uae-en/the-ingenue-cousin-flora-edp-75ml/N26597855A/p?o=ac6c04c82368163d,Oriental,75ml,citruses,505.5,EDP
PENHALIGON'S The Ruthless Countess Dorothea,"sweet,intoxicatingmuskyaroma,whichisgivenvanilla,whitewine,cashmeran",Women,"woody,invigorating,bitterishnutmegsage,beeswax,mate",https://www.noon.com/uae-en/the-ruthless-countess-dorothea-75ml/N23101635A/p?o=f09b9d037fd2f9fe,,75ml,"freshspicychordformedbybergamot,ginger,chinesecinnamon",445.2,EDP
PENHALIGON'S The Ruthless Countess Dorothea,"cashmeran,vanilla,whitewine",Women,"beeswax,clarysage,mate",https://www.noon.com/uae-en/the-ruthless-countess-dorothea-edp-75ml/N36647147A/p?o=ffffbf2dba5a4bfd,,75ml,"bergamot,ginger,chinesecinnamonwood",424.65,EDP
PENHALIGON'S The Tragedy Of Lord George,"sandalwood,amber,patchouli,musk,oakmoss,cedar",Men,"violet,lily,geranium",https://www.noon.com/uae-en/the-tragedy-of-lord-george-edp-2-5ounce/N37553683A/p?o=e089993a909b2d2d,,2.5ounce,"nutmeg,lime,lavender,mandarinorange,basil,grapefruit,bergamot",1029.0,EDP
PENHALIGON'S The Uncompromising Sohan,,Men,"labdanum,vetiver",https://www.noon.com/uae-en/the-uncompromising-sohan-edp-2-5ounce/N37568408A/p?o=e6fad7e45f71389d,,2.5ounce,"pinkpepper,rose,saffron",745.5,EDP
PENHALIGON'S Vaara,"honey,whitemusk,cedarwood,sandalwood,benzoinresin,tonka",Unisex,"moroccanrose,bulgarianrose,freesia,indianmagnolia,peony,iris",https://www.noon.com/uae-en/vaara-edp-100ml/N13234392A/p?o=f743aebce8fb803c,,100ml,"quince,rosewater,carrotseed,corianderseed,saffron",299.0,EDP
PENHALIGON'S Vaara,"honey,whitemusk,cedar,sandalwood,benzoin,tonka",Women,"rose,freesia,magnolia,peony",https://www.noon.com/uae-en/vaara-edp-100ml/N36647139A/p?o=d71245db151ce22a,Oriental,100ml,"quince,rosewater,carrotseeds,coriander,saffron",289.0,EDP
PERRIS MONTE CARLO Ambre Gris,"sandalwood,cedar,amber,coumarin,vanilla,labdanum,musk",Unisex,"rose,geranium",https://www.noon.com/uae-en/ambre-gris-edp-100ml/N13784758A/p?o=e6f2ef7d4517337b,,100ml,,319.0,EDP
PERRY ELLIS Sensual,"hintvanilla,sandalwood",Women,"pinkorchid,exoticblueegyptianwaterlily",https://www.noon.com/uae-en/18-sensual-edp-100ml/N18287170A/p?o=bd1c58c718a0cbde,,100ml,"frozenpear,raspberrymojito",85.45,EDP
PERRY ELLIS Pink,"sandalwood,musk,vetiver,amber,vanilla",Women,"lavender,lotus,sage,lily",https://www.noon.com/uae-en/360-pink-edp-100ml/N11201864A/p?o=c42747a791e015ab,,100ml,"lily,rose,osmanthus,mandarinblossom",78.8,EDP
PERRY ELLIS ° Coral,"whiteamber,cashmerewoods,tonka,musk",Women,"whitejasmine,peony,lily",https://www.noon.com/uae-en/360-coral-edp-200ml/N36642118A/p?o=bd49d1a7352b90ff,Fruity,200ml,"italianbergamot,pinkpepper,peachprosecco,asianapplepear",117.0,EDP
PERRY ELLIS Oud Black Vanilla Absolute,"whitetobacco,blackamber",Men,agarwood,https://www.noon.com/uae-en/oud-black-vanilla-absolute-edp-100ml/N19151150A/p?o=e262cfc21aa7559b,,100ml,"vanillaabsolute,rum",356.0,EDP
PHARRELL WILLIAMS Girl,"vetiver,sandalo,cedro,patchouli",Unisex,"iris,violetta,storace",https://www.noon.com/uae-en/girl-edp-100ml/N13233830A/p?o=e26ed115ef5e855b,,100ml,"neroli,lavanda,whitepepper",110.0,EDP
PIERRE BALMAIN Balmain La Mome,oriental,Women,fruity,https://www.noon.com/uae-en/balmain-la-mome-edp-100ml/N32015267A/p?o=bf8509b5cf2cb72f,,100ml,floral,1600.0,EDP
PIERRE WULFF Gilda,"musk,sandalwood,virginiacedar,amber,benzoin,vanille",Women,"carnation,jasmine,ylangylangg,tuberose,rose,lily,orchid",https://www.noon.com/uae-en/gilda-edp-100ml/N12890673A/p?o=d6a3f3ae79006bce,,100ml,"africanorangeflower,bergamot,tarragon,pineapple",49.0,EDP
POLICE Icon,"vanilla,labdanum",Men,"lavender,rosemary,patchouli",https://www.noon.com/uae-en/icon-edp-125ml/N23101626A/p?o=bca64e914139d1ac,Oriental,125ml,"pinkpepper,bigstrawberry,cardamom",116.0,EDP
POLICE Icon Gold,"sandalwood,patchouli,musk",Men,"cardamom,lavender,nutmeg,clove,rosemary,pinkpepper",https://www.noon.com/uae-en/icon-gold-edp-125ml/N23101625A/p?o=e4195607bb9e780b,,125ml,,97.5,EDP
POLO Red Extreme,"vanilla,amber",Men,"jasmine,geranium,neroli,ylangylang",https://www.noon.com/uae-en/red-extreme-edp-125ml/N36560402A/p?o=a4f65c5aaf972afb,Floral,125ml,,285.4,EDP
PRADA Piece CandyGift Set,"musk,vanilla",Women,"musk,orangeblossom",https://www.noon.com/uae-en/2-piece-candy-edp-gift-set-110ml/N20505729A/p?o=dfbcb88e8804d11f,Oriental,110ml,,287.5,EDP
PRADA Piece Candy,"benzoin,vanilla",Women,"musk,powdery",https://www.noon.com/uae-en/2-piece-candy-eau-de-parfum-160ml/N30962610A/p?o=d5823a6b55ab374e,,160ml,,549.5,EDP
PRADA Piece Candy GlossSet,"rose,musk",Women,orangeblossom,https://www.noon.com/uae-en/2-piece-candy-gloss-edp-set-1x-edp-80-1x-edp-30ml/N26380632A/p?o=c19477dee3f166da,Musk,30ml,,281.8,EDP
PRADA Absolu,"amber,labdanum,cedar",Men,"iris,geranium,neroli",https://www.noon.com/uae-en/absolu-edp-100ml/N22797949A/p?o=ab431f0fabddc53a,Floral,100ml,"cardamom,greenmandarin,blackpepper,bergamot",252.0,EDP
PRADA Amber,"patchouli,amber,benzoin,sandalwood,vanilla,oakmoss,musk",Women,"honey,carnation,ylangylangg,jasmine,rose",https://www.noon.com/uae-en/amber-edp-50ml/N36647206A/p?o=b1f4b4b70bc8043b,,50ml,,197.0,EDP
PRADA Amber,"patchouli,amber,benzoin,sandalwood,vanilla,oakmoss,musk",Women,"honey,carnation,ylangylangg,jasmine,rose",https://www.noon.com/uae-en/amber-edp-80ml/N36647204A/p?o=f21ab8b1c3db881f,,80ml,,236.0,EDP
PRADA Candy Collector's Edition,"benzoin,vanilla",Women,"whitemusk,powdery",https://www.noon.com/uae-en/candy-collector-s-edition-edp-80ml/N30619194A/p?o=c12a76fa6241190a,,80ml,,199.0,EDP
PRADA Candy,"benzoin,vanilla",Women,"powdery,musk",https://www.noon.com/uae-en/candy-edp-30ml/N23105179A/p?o=f136b41313e0d26c,Sweet,30ml,,158.0,EDP
PRADA Candy,"benzoin,vanilla",Women,"musk,powdery",https://www.noon.com/uae-en/candy-edp-50ml/N20180740A/p?o=bbf02babb986e5aa,,50ml,,147.5,EDP
PRADA Candy,"benzoin,vanilla",Women,"musk,powdery",https://www.noon.com/uae-en/candy-edp-80ml/N13582515A/p?o=bc136df6d9aefd9c,Sweet,80ml,caramel,195.45,EDP
PRADA Candy K**s,"musk,vanilla",Women,"musk,orangeblossom",https://www.noon.com/uae-en/candy-k-s-edp-20ml/N13233825A/p?o=e4460e7f2c17dd5e,,20ml,,79.5,EDP
PRADA Candy K**s,"musk,vanilla",Women,"musk,orangeblossom",https://www.noon.com/uae-en/candy-k-s-edp-80ml/N11075775A/p?o=d8cc882657a3c65d,,80ml,,199.0,EDP
PRADA Candy Sugar Pop,"caramel,vanilla",Women,"whitepeach,floral",https://www.noon.com/uae-en/candy-sugar-pop-edp-50ml/N36477862A/p?o=eeca75d158ff717b,,50ml,,107.3,EDP
PRADA Candy Sugar Pop,"vanilla,caramel",Women,"whitepeach,floral",https://www.noon.com/uae-en/candy-sugar-pop-edp-80ml/N36647210A/p?o=c9e920e1cbc931be,Fruity,80ml,"bergamot,citruses,redapple,bergamotleaf",170.95,EDP
PRADA Infusion De Rose,,Women,"rose,,green,floral,freshspicy,citrus",https://www.noon.com/uae-en/infusion-de-rose-edp-100ml/N36969712A/p?o=ed3e86d846bbae7a,Floral,100ml,,272.85,EDP
PRADA Infusion D’Iris,"incense,virginiacedar,benzoin,vetiver",Women,"iris,mastic,lentisque,galbanum",https://www.noon.com/uae-en/infusion-d-iris-edp-100ml/N17447237A/p?o=a0f5facb91c660ec,Woody,100ml,,279.45,EDP
PRADA L homme Intense,"leather,tonka,sandalwood",Men,"patchouli,amber",https://www.noon.com/uae-en/l-homme-intense-edp-150ml/N36477866A/p?o=cef1041962473cac,Woody,150ml,iris,328.4,EDP
PRADA L'Homme Intense,"leather,tonka,sandalwood",Men,"amber,patchouli",https://www.noon.com/uae-en/l-homme-intense-edp-100ml/N13234397A/p?o=e8cc57d97c7d25ac,Woody,100ml,iris,249.5,EDP
PRADA La Femme,"beeswax,vanilla,tuberose,vetiver",Women,ylangylangg,https://www.noon.com/uae-en/la-femme-edp-100ml/N22797907A/p?o=db34725f319c97ab,Fruity,100ml,,170.0,EDP
PRADA La Femme,"beeswax,vanilla,vetiver",Women,"frangipini,tuberose,ylangylangg,iris,spices",https://www.noon.com/uae-en/la-femme-edp-50ml/N11075772A/p?o=c5b2884d6dab732a,Fresh,50ml,"mangolia,carrotseeds,bergamot",157.0,EDP
PRADA La Femme Intense,"patchouli,vanila,iris,vetiver",Women,"tuberose,jasminesambac,orangeblossom",https://www.noon.com/uae-en/la-femme-intense-edp-100ml/N13234398A/p?o=d429bb708018395c,Floral,100ml,,209.6,EDP
PRADA La Femme Intense,patchouli,Women,"tuberose,orangeblossom,jasminesambac",https://www.noon.com/uae-en/la-femme-intense-edp-50ml/N14349544A/p?o=a8d3237ca4202f8f,Woody,50ml,,133.0,EDP
PRADA Les Infusions De Iris,"incense,virginiacedar,benzoin,vetiver",Women,"iris,lentisque,galbanum",https://www.noon.com/uae-en/les-infusions-de-iris-edp-50ml/N36969710A/p?o=c79eb829abef4dca,Floral,50ml,"africanorangeflower,neroli,orange,mandarinorange",256.0,EDP
PRADA Milano Infusion D'iris,"incense,virginiacedar,benzoin,vetiver",Women,"iris,mastic,lentisque,galbanum",https://www.noon.com/uae-en/milano-infusion-d-iris-edp-100ml/N13790166A/p?o=b1cacce4be923d5f,,100ml,,263.5,EDP
PRADA Milano Les Infusions D'iris,"incense,virginiacedar,benzoin,vetiver",Women,"iris,mastic,galbanum",https://www.noon.com/uae-en/milano-les-infusions-d-iris-edp-200ml/N27423946A/p?o=bf21b692cbf2befc,,200ml,,338.0,EDP
PRADA Prada Candy Night,"chocolate,patchouli",Women,"tonkabean,vanilla",https://www.noon.com/uae-en/prada-candy-night-edp-80ml/N26089508A/p?o=fc5380119e5a8bfa,,80ml,,215.0,EDP
PRADA Prada L Homme Intense (M),"tonka,leather,sandalwood",Men,"amber,patchouli",https://www.noon.com/uae-en/prada-l-homme-intense-m-edp-50ml/N23426324A/p?o=fb3ee92e07fe383e,Woody,50ml,iris,255.0,EDP
PRADA Rossetto,"musk,heliotrope,vanilla",Women,"rose,violet,cherry",https://www.noon.com/uae-en/rossetto-edp-30ml/N11756492A/p?o=ebfbc4cffe08743a,,30ml,,221.0,EDP
PRIVE Bella,"amber,musk",Women,"floral,sandalwood,muguet",https://www.noon.com/uae-en/bella-edp-100ml/N13847581A/p?o=a7c7a63d86d3afcc,,100ml,"sweet,fruity",35.0,EDP
PRIVE Butik Royale,"amber,musk",Women,"floral,vanilla",https://www.noon.com/uae-en/butik-royale-edp-100ml/N13847584A/p?o=f3349ed93e9444bf,,100ml,"sweet,fruity",34.0,EDP
PRIVE Coral,"peony,jasmine,roseabsolute",Women,"raspberryjuice,blackcurrant,pinkpepper",https://www.noon.com/uae-en/coral-edp-95ml/N13847587A/p?o=f9b3da77bc442f1d,,95ml,"vanilla,cedarwood,musk",35.0,EDP
PRIVE Kanz,"sandalwood,musk",Women,"vanilla,muguet",https://www.noon.com/uae-en/kanz-edp-100ml/N13847602A/p?o=a952da2ea063caaf,,100ml,raspberry,34.95,EDP
PRIVE Khalisi,"vanilla,musk",Women,"fruit,sweet,berry",https://www.noon.com/uae-en/khalisi-edp-100ml/N13847603A/p?o=de937c5ceeb7bb7d,,100ml,"floral,rose",35.0,EDP
PRIVE Lush Woman,"amber,musk",Women,"orchid,orange,flower,muguet",https://www.noon.com/uae-en/lush-woman-edp-100ml/N23101726A/p?o=a85db53bd4127d4f,,100ml,"bergamot,raspberry",50.0,EDP
PRIVE Miss Seno Pour Femme,musk,Women,"patchouli,jasmine",https://www.noon.com/uae-en/miss-seno-pour-femme-edp-100ml/N13847608A/p?o=c4b386dae702012f,,100ml,floral,35.0,EDP
PRIVE Seno,"tonka,amber,musk",Women,"coconut,vanilla,sandalwood,jasmine",https://www.noon.com/uae-en/seno-edp-100ml/N13847614A/p?o=bed292e017fa2c2e,,100ml,"floral,bergamot,grapefruit",29.3,EDP
PRIVE Supreme,"okamoss,musk",Women,"sweet,raspberry,sandalwood",https://www.noon.com/uae-en/supreme-edp-80ml/N13847617A/p?o=c0fa550e3b1610ec,,80ml,"floral,fruity",35.0,EDP
PRIVE Venice,"amber,musk",Women,"fruit,vanilla",https://www.noon.com/uae-en/venice-edp-100ml/N13847620A/p?o=f0abc17b4c4b805d,,100ml,"sweet,floral",35.0,EDP
PRIVE Windsor,"vanilla,blackberry,amber",Women,"jasmine,magnalio,orangebloosm",https://www.noon.com/uae-en/windsor-edp-100ml/N13847621A/p?o=d4e549b774fd211a,Fruity,100ml,"mardarin,blackcurrant,redapple",35.0,EDP
Paloma Picasso,sandalwoodamberoakmossvetivercivettacastoreummusk,Women,jasminehyacinthylangylanggpatchoulimimosa,https://www.noon.com/uae-en/edp-100ml/N11805490A/p?o=cd35896124c6044d,,100ml,carnationneroliangelicacorianderbergamotamalfilemonrose,186.65,EDP
Paloma Picasso Paloma Picasso,"oakmoss,patchouli,sandalwood,vetiver,tobacco",Women,"aldehydes,ylangylang,jasmine,hyacinth",https://www.noon.com/uae-en/paloma-picasso-edp-100ml/N14790105A/p?o=af5e3182e3f3d02f,Woody,100ml,"coriander,angelica,carnation",189.1,EDP
Paloma Picasso Paloma Picasso,"sandalwood,musk,castoreum,civet,vetiver,oakmoss,amber",Women,"hyacinth,jasmine,ylangylangg,mimosa,patchouli",https://www.noon.com/uae-en/paloma-picasso-edp-50ml/N13219364A/p?o=a03b9e2f86aef92f,Woody,50ml,"angelica,carnation,neroli,rose,coriander,bergamot,amalfilemon",143.4,EDP
Panorama Acqua Di Monaco Pour Homme,"amber,musk",Men,"rounde,sandal,sedarwood",https://www.noon.com/uae-en/acqua-di-monaco-pour-homme-edp-100ml/N11805493A/p?o=a9386daf99b109ca,,100ml,"mixmanyflowers,lily,rose,violet,tuberose",160.45,EDP
Panouge Perle Rare Black Edition,"tonka,gaiacwood,amber,oakmoss",Men,"marinaccords,lavandin,junipperberries",https://www.noon.com/uae-en/perle-rare-black-edition-edp-100ml/N32376697A/p?o=e3edf552f4bbe52d,,100ml,"bayleaf,apple,lime",184.0,EDP
Panouge Perle Rare,"patchouly,cashmeran,sandalwood",Women,"orangeblossom,jasmine,rose",https://www.noon.com/uae-en/perle-rare-edp-100ml/N40122758A/p?o=b125b0c90be2304b,Floral,100ml,,158.9,EDP
Panouge Perle Rare Nuit,"birch,tonka,leather,amber",Women,"sage,juniperberry,maté,bisongrass",https://www.noon.com/uae-en/perle-rare-nuit-edp-100ml/N40200982A/p?o=d17a46a03db8117e,Floral,100ml,,184.0,EDP
Deluxe Marly Akaster,"cardamom,musk,agarwoodoud",Unisex,"bulgarianrose,africangeranium",https://www.noon.com/uae-en/marly-akaster-edp-125ml/N23102052A/p?o=ce8998c36d41a9fd,,125ml,"lemon,cypress",833.0,EDP
Parfums De Marly Akaster Royal Essence,"cardamom,musk,oud",Unisex,"bulgarianrose,africangeranium",https://www.noon.com/uae-en/akaster-royal-essence-edp-125ml/N37568381A/p?o=f759d583b9767c2f,,125ml,"sicilianlemon,cypress",915.05,EDP
Parfums De Marly Byerley,"vetiver,resin",Men,"cedar,guaiacwood",https://www.noon.com/uae-en/byerley-edp-125ml/N11805502A/p?o=b0680a73836eb56a,Floral,125ml,"bergamot,cardamom",580.0,EDP
Parfums De Marly CarlisleSpray,"caramel,musk,whitemusk",Unisex,"lilu,orchid,green,jasmine",https://www.noon.com/uae-en/carlisle-edp-spray-125ml/N39185121A/p?o=d49abbb6635ffd8b,Floral,125ml,,999.0,EDP
Parfums De Marly Cassili Royal Essence,"vanilla,tonka,sandalwood",Women,"petalia,frangipani,mimosa,plum",https://www.noon.com/uae-en/cassili-royal-essence-edp-75ml/N33904956A/p?o=ccdc62bc5831a9de,Floral,75ml,"floral,bulgarianrose,redcurrent",544.35,EDP
Parfums De Marly Darley,"sandalwood,patchouli,amber,guaiacwood",Men,"rose,orangeblossom,lavender,rosemary,cinnamon",https://www.noon.com/uae-en/darley-edp-1-125ml/N11201750A/p?o=a60f81af6e9779ac,,125ml,"citron,bergamot,mint",629.0,EDP
Parfums De Marly Darley,"santal,guaiac,patchouli,amber,tonka",Men,"roseorangeblossom,lavender,rosemary,cinnamon",https://www.noon.com/uae-en/darley-edp-125ml/N14790357A/p?o=d8692c1e4a4758da,Fresh,125ml,"lemon,bergamot,mint",464.0,EDP
Parfums De Marly Delina Exclusive,"woody,amber,vanilla",Women,"turkishrose,incense,burningoud",https://www.noon.com/uae-en/delina-exclusive-parfum-75ml/N23638679A/p?o=f6f2c810711491fc,Woody,75ml,"bergamot,pear,lychee",815.95,Parfum
Parfums De Marly Delina Royal Essence For Women,"cashmeran,haitianvetiver,cedar,incense",Women,"turkishrose,peony,petalia,vanilla,musk",https://www.noon.com/uae-en/delina-royal-essence-edp-for-women-75ml/N31473995A/p?o=e2e1f19e2ddf9d0c,,75ml,"bergamot,rhubarb,litchi,nutmeg",750.0,EDP
Parfums De Marly Galloway,"vanilla,amber,musk,,patchouli",Women,"jasmine,geranium,neroli,ylangylangg",https://www.noon.com/uae-en/galloway-edp-1-2ml/N36423032A/p?o=b2f1fa21eb23dd6f,Floral,1.2ml,"lavender,rose",23.95,EDP
Parfums De Marly Galloway,"amber,musk",Unisex,orangeblossom,https://www.noon.com/uae-en/galloway-edp-125ml/N11805510A/p?o=e805d2f34d7898aa,,125ml,"pepper,iris",616.0,EDP
Parfums De Marly Galloway,"amber,musk",Men,"iris,orangeblossom",https://www.noon.com/uae-en/galloway-edp-125ml/N37568384A/p?o=ed776b570513015f,,125ml,pepper,739.0,EDP
Parfums De Marly Galloway,"amber,musk",Unisex,"orangeblossom,iris",https://www.noon.com/uae-en/galloway-edp-75ml/N11805509A/p?o=eaba722284b6d14f,Citrus,75ml,"citruses,pepper",366.15,EDP
Parfums De Marly Godolphin For Men,"leather,vetiver,cedar,musk,amber,vanilla",Men,"rose,iris,jasmine",https://www.noon.com/uae-en/godolphin-edp-for-men-125ml/N15566462A/p?o=c17e0351eee6276e,,125ml,"thyme,saffron,cypress,green,fruity,mate",600.0,EDP
Parfums De Marly Habdan,"benzoin,leather,papyrus,sandalwood,styrax,tobacco",Unisex,"guaiacwood,honey,cloves",https://www.noon.com/uae-en/habdan-edp-125ml/N15566499A/p?o=e73ebdcab5c9a12f,,125ml,"myrhh,olibanum",660.0,EDP
Parfums De Marly Hamdani,"benzoin,leather,papyrus,sandalwood,styrax,tobacco",Unisex,"guaiacwood,honey,cloves",https://www.noon.com/uae-en/hamdani-edp-125ml/N11075634A/p?o=a3be6771d7c4654b,,125ml,"myrhh,olibanum",880.0,EDP
Parfums De Marly Herod,"cedar,isoesuper,musk,nagarmotha,vanilla,vetiver",Unisex,"frankincense,labdanum,osmanthus,tobacco",https://www.noon.com/uae-en/de-marly-herod-edp-125ml/N11756486A/p?o=e100134f5040d1ab,,125ml,"cinnamon,pepper",659.0,EDP
Parfums De Marly Herod Royal Essence,"musk,cypriol,isoesuper,vetiver,cedar,vanilla",Men,"labdanum,incense,tobaccoleaf,osmanthus",https://www.noon.com/uae-en/herod-royal-essence-edp-125ml/N12890700A/p?o=d8840b5777c256ed,Spicy,125ml,"cinnamon,pepper",599.95,EDP
Parfums De Marly KalanSpray,"tangerine,pineapple,watermelon",Men,"yasmin,veresia,aylangaylang",https://www.noon.com/uae-en/kalan-edp-spray-125ml/N39410942A/p?o=b9b0ed33f58eccbc,Fresh,125ml,,639.95,EDP
Parfums De Marly Kuhuyan,oud,Men,leather,https://www.noon.com/uae-en/kuhuyan-edp-1-125ml/N11201754A/p?o=e31ee8a28f3da10b,,125ml,"violet,jasmine",452.95,EDP
Parfums De Marly Kuhuyan,"agarwoodoud,ambergris,tonka",Unisex,"leather,heliotrope",https://www.noon.com/uae-en/kuhuyan-edp-125ml/N14789982A/p?o=a16f34f6df8c567d,Jasmine,125ml,"violetleaf,jasmine",610.0,EDP
Parfums De Marly Layton,"guaiacwood,patchouli,sandalwood,cardamom,vanilla,pepper",Men,"violet,jasmine,geranium",https://www.noon.com/uae-en/layton-edp-75ml/N11201756A/p?o=b8a5904df84d615b,,75ml,"bergamot,lavender,apple,mandarin",600.0,EDP
Parfums De Marly LaytonFor Unisex,"vanilla,amber",Unisex,"jasmine,geranium,neroli,ylangylang",https://www.noon.com/uae-en/layton-edp-for-unisex-125ml/N36560305A/p?o=eea20f511f050bcd,Floral,125ml,,649.0,EDP
Parfums De Marly Layton Exclusif Edition Royale,"paraguay'sguaiacaccords,laosagarwood,indonesia'spatchouli,ceylonsandal",Unisex,"rose,waterlily,gardeniaforming",https://www.noon.com/uae-en/layton-exclusif-edition-royale-edp-75ml/N37553653A/p?o=f956c421e30183ee,Musk,75ml,"almond,bergamot,mandarinorange",874.0,EDP
Parfums De Marly Layton For Unisex,"guaiacwood,patchouli,sandalwood,cardamom,vanilla,pepper",Unisex,"violet,jasmine,geranium",https://www.noon.com/uae-en/layton-for-unisex-eau-de-parfum-125ml/N32137330A/p?o=a3ceaae2a9c791bd,,125ml,"bergamot,lavender,apple,mandarinorange",669.0,EDP
Parfums De Marly Layton Royal Essence,"guaiacwood,patchouli,sandalwood,cardamom,vanilla,pepper",Unisex,"violet,jasmine,geranium",https://www.noon.com/uae-en/layton-royal-essence-edp-125ml/N37553652A/p?o=b27f41361fd8bb1c,,125ml,"bergamot,lavender,apple,mandarinorange",1248.0,EDP
Parfums De Marly Layton Royal Essence,"guaiacwood,patchouli,sandalwood,cardamom,vanilla,pepper",Men,"violet,jasmine,geranium",https://www.noon.com/uae-en/layton-royal-essence-edp-125ml/N11201755A/p?o=d0c6ba25d801d52a,,125ml,"bergamot,lavender,apple,mandarin",608.8,EDP
Parfums De Marly Meliora,"combineswoods,musk,vanillatocomplete",Women,"coated,freshrose,lily,ylang",https://www.noon.com/uae-en/meliora-edp-75ml/N12582308A/p?o=fd4f03425a15a50d,Fresh,75ml,"expressunmistakableraspberries,blackcurrants",335.5,EDP
Parfums De Marly Pegasus,"amber,vanilla,sandalwood",Men,"jasmine,bitteralmond,lavender",https://www.noon.com/uae-en/pegasus-edp-100ml/N30619219A/p?o=a45c53da3e441afa,,100ml,"bergamot,heliotrope,cumin",529.0,EDP
Parfums De Marly Pegasus,"vanilla,amber",Unisex,"jasmine,geranium,neroli,ylangylang",https://www.noon.com/uae-en/pegasus-edp-125ml/N36560352A/p?o=e795b073392e8b3a,Floral,125ml,,640.3,EDP
Parfums De Marly Pegasus,"vanilla,sandalwood,amber",Men,almond,https://www.noon.com/uae-en/pegasus-edp-75ml/N23100917A/p?o=cdc010f7de9a8b7b,Floral,75ml,bergamot,550.0,EDP
Parfums De Marly PegasusSpray,"amber,vanilla,sandalwood",Men,"jasmine,bitteralmond,lavender",https://www.noon.com/uae-en/pegasus-edp-spray-125ml/N26193176A/p?o=dfabccfc9f41032e,Oriental,125ml,,649.0,EDP
Parfums De Marly Pegasus Royal Essence,"amber,vanilla,sandalwood",Unisex,"jasmine,bitteralmond,lavender",https://www.noon.com/uae-en/pegasus-royal-essence-edp-125ml/N37553658A/p?o=dff3f1f9275f17ac,Oriental,125ml,"bergamot,heliotrope,cumin",650.0,EDP
Parfums De Marly Pegaus,"amber,vanilla,sandalwood",Unisex,"jasmine,bitteralmond,lavender",https://www.noon.com/uae-en/de-marly-pegaus-edp-125ml/N11756487A/p?o=d58320ae4081d4bc,,125ml,"bergamot,heliotrope,cumin",599.0,EDP
Parfums De Marly Percival,"amberwood,ambroxan,clearwood",Men,"jasmine,coriander,violet,cinnamon",https://www.noon.com/uae-en/percival-edp-125ml/N30782388A/p?o=f9bd38915bcdd93a,,125ml,"bergamot,mandarinorange,geranium,lavender",725.0,EDP
Parfums De Marly Percival Royal Essence,"clearwood,ambroxan,musk,amberwood,balsam",Women,"jasmine,violet,cori,er,cinnamon,hedione",https://www.noon.com/uae-en/percival-royal-essence-edp-125ml/N36647100A/p?o=c392a6703b69aaad,,125ml,,803.0,EDP
Parfums De Marly Safanad,"amber,sandalwood,vanilla",Women,"orangeblossom,ylangylangg,iris",https://www.noon.com/uae-en/safanad-edp-75ml/N11805505A/p?o=cbc725dea27bdd4f,Floral,75ml,"orange,pear",580.0,EDP
Parfums De Marly Sedbury,"vanilla,ambergris",Women,"tuberose,jasmine",https://www.noon.com/uae-en/sedbury-edp-75ml/N11201758A/p?o=fbe3c5a5213d7d9b,,75ml,"tangerine,bergamot",500.0,EDP
Parfums De Marly SedleySpray,vetiver,Unisex,rosemary,https://www.noon.com/uae-en/sedley-edp-spray-125ml/N39343196A/p?o=d09d95a21ac38e0e,Citrus,125ml,,710.0,EDP
Parfums Du Chateau De Versailles Passion,,Women,,https://www.noon.com/uae-en/passion-edp-3-4ounce/N36683838A/p?o=d9dbf0b7a24d19ff,Fresh,3.4ounce,juicypeach,431.2,EDP
Parfums Gres Madame Gres,sandalwoodvanillapatchoulileather,Women,magnoliapeonyfreesia,https://www.noon.com/uae-en/madame-gres-edp-100ml/N13790159A/p?o=cdd36c8b0f92ddda,,100ml,,61.5,EDP
