name,Base Note,Department,Heart/Middle Note,link,Scents/Notes,Size,Top Note,price,concentration
Parfums Gres My Dream Hommage A Marlene Dietrich,musk,Women,orangeblassom,https://www.noon.com/uae-en/my-dream-hommage-a-marlene-dietrich-edp-60ml/N39769444A/p?o=af1cea2f90e540eb,Fruity,60ml,,63.35,EDP
Paris Hilton Bling Edition,"sandalwood,oakmoss,ylang,ylang,musk",Women,"mimosa,freesia,jasminesambac,tuberose",https://www.noon.com/uae-en/bling-edition-edp-100ml/N14159933A/p?o=c63354656193009c,Fruity,100ml,"redapple,peach,lilyofthevalley",84.0,EDP
Paris Hilton Can Can Burlesque,"whitewoods,musk",Women,"orangeblossom,wildorchid",https://www.noon.com/uae-en/can-can-burlesque-edp-100ml/N27423780A/p?o=eda4f9581bbc19ea,Fruity,100ml,"raspberry,cassis,nectarine,clementine",77.8,EDP
Paris Hilton Can Can,"softmusk,wood,amber",Women,"orchid,orangeblossom",https://www.noon.com/uae-en/can-can-edp-100ml/N11202199A/p?o=a7e525c900fb6a7f,Fresh,100ml,"clementine,flowers,cassis,nectarine",79.5,EDP
Paris Hilton Dazzle,"vanilla,pinkchampagne,whitepatchouli,musk",Women,"orchid,orangeblossom",https://www.noon.com/uae-en/dazzle-edp-125ml/N29710361A/p?o=dd6ccc4637bf102a,Fruity,125ml,"pinkladyapple,maraschinocherry,peachnectar,violetpetals,pinkcalypso",64.55,EDP
Paris Hilton,"sandalwood,oakmoss,ylang,ylang,musk",Women,"mimosa,freesia,jasminesambac,tuberose",https://www.noon.com/uae-en/edp-3-4ounce/N36969695A/p?o=ffae5a6ac630dfab,Floral,3.4ounce,"redapple,peach,lilyofthevalley",116.0,EDP
Paris Hilton Electrify,"vanillaabsolute,coconutmilk,muskysandalwood,patchouliheart",Women,"springpeony,turkishrose,magnolia,redpoppy",https://www.noon.com/uae-en/electrify-edp-100ml/N31126696A/p?o=dc11bdf6725234ce,,100ml,"freshozone,scarlettapple,cyclamen,mandarin",86.05,EDP
Paris Hilton Fairy Dust,vanillamuskpacsuli,Women,peachgardenialotus,https://www.noon.com/uae-en/fairy-dust-edp-100ml/N13219313A/p?o=db7c4d886a71942b,,100ml,peonyorangeflower,35.85,EDP
Paris Hilton Gold Rush,"vanilla,goldenpraline,cashmerewoods",Women,"velvetorchid,rose,violet",https://www.noon.com/uae-en/gold-rush-edp-100ml/N13118717A/p?o=e5fe09396ac1fd4c,Vanilla,100ml,"lemonzest,bergamot,juicenectarine",73.6,EDP
Paris Hilton Heiress,"violetleaf,tahititonka,lightwood",Women,"jasmine,tiarelily,delightfullysweetylangylangg,honeysuckle,grenadine",https://www.noon.com/uae-en/heiress-edp-100ml/N11805535A/p?o=a1088e7d9a85365a,Fruity,100ml,"fruit,orange,juicypeach,mimosas,champagne",99.95,EDP
Paris Hilton Luxe Rush,sandalwood,Women,tygerlily,https://www.noon.com/uae-en/luxe-rush-edp-100ml/N47540105A/p?o=d5c625297cb35e5a,,100ml,,131.0,EDP
Paris Hilton Paris Hilton,"ylang,ylang,milky,powdery,intensivesandalwood,musk,oakmoss",Women,"opulent,floral,sweet,pure,jasmine,freesia,lily,tuberose,mimose",https://www.noon.com/uae-en/paris-hilton-edp-100ml/N11200939A/p?o=e193812787bcf6ff,Fruity,100ml,"apple,orange,melon",99.0,EDP
Paris Hilton Paris Hilton Platinum Rush,,Women,"cashmeremusks,liquidamber",https://www.noon.com/uae-en/paris-hilton-platinum-rush-edp-100ml/N23426318A/p?o=e94fa0598be151bb,Floral,100ml,"crispasianpear,riperedapple,greenflorals,mugetflowers",93.9,EDP
Paris Hilton Platinum Rush,"florals,mugetflowers",Women,"riperedapple,wetgreen",https://www.noon.com/uae-en/platinum-rush-eau-de-parfum-100ml/N48466327A/p?o=b03822a640d18daa,,100ml,,116.0,EDP
Paris Hilton Siren,"sandalwood,vanilla,musk",Women,"honeysuckle,orchid,lotus",https://www.noon.com/uae-en/siren-edp-100ml/N21004234A/p?o=be7582b6ad8a61ae,,100ml,"frangipani,apricot",98.0,EDP
Paris Hilton Tease,"woodynotes,sand,amber",Women,"frangipani,jasmine",https://www.noon.com/uae-en/tease-edp-100ml/N27423797A/p?o=ea9ced7bd7bdd95d,Floral,100ml,"bergamot,appleblossom,redberries",68.5,EDP
Paris Hilton Tease,whiteflowers,Women,whitepeach,https://www.noon.com/uae-en/tease-eau-de-parfum-100ml/N37796973A/p?o=cf9a72d112fb74ac,Floral,100ml,fujiapple,101.0,EDP
Paris Hilton With Love,"woodyaccords,musk",Women,"wildjasmine,orchid,lily",https://www.noon.com/uae-en/with-love-edp-100ml/N20180755A/p?o=ecd752053d18188a,Floral,100ml,"greenapples,bergamot,kiwi",87.45,EDP
Paris Natureza Sunset,"vanilla,peach,sandalwood,cedarwood",Women,"raspberry,rose,jasmine",https://www.noon.com/uae-en/natureza-sunset-edp-75ml/N34127752A/p?o=c88e5a26998ad1df,Fruity,75ml,,34.0,EDP
Parisvally Art Women,"amber,sandalwood,musk",Women,"jasmine,muguet,rose,violet",https://www.noon.com/uae-en/art-women-edp-100ml/N37836215A/p?o=b111cab7622acf2c,"Fruity, Floral",100ml,,31.0,EDP
Parisvally Edition One,"vetiver,musk,patchouli,amber,vanilla",Men,"iris,jasmin,pinkpepper",https://www.noon.com/uae-en/edition-one-edp-100ml/N37836217A/p?o=fe1c4c01de5c787a,"Oriental, Woody",100ml,,300.0,EDP
Parisvally Esteem Black,"sandal,patchouli,amber",Men,"melon,cedar,cinnamon,armoise",https://www.noon.com/uae-en/esteem-black-edp-100ml/N37836218A/p?o=b260413edbe626db,"Fresh, Spicy, Amberry, Sandal",100ml,,62.0,EDP
Parisvally Nero,"civet,musk,sandalwood,patchouli,vanilla,labdanum",Men,"baiesrose,jasmine,muguet,herbalfloral,neroli,tuberose,violet,corianderseed,cuminseed,cloves,nutmeg,cardamom",https://www.noon.com/uae-en/nero-edp-100ml/N37836219A/p?o=a7d42c28ef9697fa,Woody,100ml,,50.0,EDP
Parisvally Ocean One Blue,"sandalwood,cedarwood,patchouli,whitemusk,ambergris,vanilla",Men,"lavender,clarysage,thyme,cinnamon,cyclamen,freesia,jasmin,iris,rose",https://www.noon.com/uae-en/ocean-one-blue-edp-100ml/N37836220A/p?o=a7968199c9544fca,Floral,100ml,,45.0,EDP
Parisvally Possessed By Midnight,"amber,musk,vanilla",Women,"orchid,freesia",https://www.noon.com/uae-en/possessed-by-midnight-edp-100ml/N37836221A/p?o=dc00117915fe36cd,"Fruity, Vanilla, Chypre",100ml,,30.0,EDP
Parisvally Ragazzo,"vanilla,tonka,cederwood,patchouly,sandel,oudh,nagarmotha,whitemusk,ambergris",Men,"cinnamon,jasmin,iris,rose",https://www.noon.com/uae-en/ragazzo-edp-100ml/N37836222A/p?o=bd198cc93e179a8b,Fruity,100ml,,50.0,EDP
Parisvally Unlimited,"amber,cedarwood,coumarin,balsam,patchouli,sandalwood,moss",Men,"blackpepper,cinnamon,geranium,jasmine,muguet,orangeblossom,rose,myrtle",https://www.noon.com/uae-en/unlimited-edp-100ml/N37836214A/p?o=a28b3cc52e6ba55f,Woody,100ml,,55.0,EDP
Paul Smith Rose,"musk,cedar",Women,"magnolia,turkishrose",https://www.noon.com/uae-en/rose-edp-100ml/N11748216A/p?o=a0ae30e770edcbff,Floral,100ml,"violet,greentea,rose",205.0,EDP
Pepe Jeans London,"amber,musk",Women,"vanilla,almondmilk,vodka",https://www.noon.com/uae-en/london-edp-80ml/N20460113A/p?o=c55fcf652a70bcfd,,80ml,"almond,tangerine,marshmallow",80.0,EDP
Pierra Katra Cute,"lily,benzoin,vanilla",Women,"ylangylangg,jasminesambac,pinkpepper",https://www.noon.com/uae-en/cute-edp-100ml/N34887846A/p?o=f51c2dd8500335ae,Floral,100ml,"bitterorange,petitgrain",120.0,EDP
Pierra Katra Cute Rouge,"tuberose,amber",Unisex,"tuberose,orangeblossom,ylangylangg,jasminesambac,cashmeran,benzoin",https://www.noon.com/uae-en/cute-rouge-edp-100-millilitre/N34887844A/p?o=f3077f45c0ced53f,Woody,100ml,,95.0,EDP
Pierra Katra English Leather,"musk,oakmoss,leather,amber",Men,"birch,patchouli,jasmine",https://www.noon.com/uae-en/english-leather-edp-100ml/N19614771A/p?o=b3b0552554a0ae2b,,100ml,"bergamot,apple,pineapple",95.0,EDP
Pierra Katra Pure Powder,"amber,patchouli,sandalwood,musk,vanilla,oakmoss,cedar",Women,"coriander,juniper,sage,bourbongeranium,brazilianrosewood",https://www.noon.com/uae-en/pure-powder-edp-50-millilitre/N34887862A/p?o=b8d14095ae4e7e7f,Arabian,50ml,,65.0,EDP
Pierra Katra The Queen,"vetiver,patchouli",Women,"lavender,sage,rosemary",https://www.noon.com/uae-en/the-queen-edp-60ml/N23282520A/p?o=ed6ec2a40f3c128e,,60ml,"agarwood,cedar",80.0,EDP
Porsche Design Eau De Toilette  For Men,"cedarwood,vetiver,vanillaextract",Men,"larysage,icedcoffee,blackpepper",https://www.noon.com/uae-en/180-eau-de-toilette-for-men-100ml/N44993191A/p?o=b7f4094b802d03cf,,100ml,,400.0,EDP
Porsche Design Eau De Toilette  For Men,"cedarwood,vetiver,vanillaextract",Men,"larysage,icedcoffee,blackpepper",https://www.noon.com/uae-en/180-eau-de-toilette-for-men-50ml/N44993190A/p?o=c0c73ca2d26e4abc,,50ml,,295.0,EDP
Porsche Design BLACKNATURAL SPRAY,"leather,vanilla,musk",Women,"jasminsambac,orangeblossom,cashmeranleather,vanilla,musk",https://www.noon.com/uae-en/black-eau-de-parfum-natural-spray-50ml/N44909583A/p?o=e0aab8db2d6935af,,50ml,,355.0,EDP
Porsche Design BlackNatural Spray,"leather,vanilla,musk",Women,"jasminsambac,orangeblossom,cashmeranleather,vanilla,musk",https://www.noon.com/uae-en/black-eau-de-parfum-natural-spray-100ml/N44909582A/p?o=e0cf91567766c4be,,100ml,,490.0,EDP
Porsche Design Black Gift Set,"leather,vanilla,musk",Women,"jasminsambac,orangeblossom,cashmeran",https://www.noon.com/uae-en/black-gift-set-200ml/N44909584A/p?o=cdab3f78c3cad5ef,,200ml,,355.0,EDP
Porsche DesignFor Woman,"leather,vanilla,musk",Women,"jasminsambac,orangeblossom,cashmeranleather,vanilla,musk",https://www.noon.com/uae-en/eau-de-parfum-for-woman-100ml/N44909589A/p?o=e1b8c76564d4146d,,100ml,,490.0,EDP
Porsche DesignFor Woman,"leather,vanilla,musk",Women,"jasminsambac,orangeblossom,cashmeranleather,vanilla,musk",https://www.noon.com/uae-en/eau-de-parfum-for-woman-50ml/N44909590A/p?o=c188b7eadc37d8af,,50ml,,355.0,EDP
Porsche Design Long Lasting,"sambacjasmin,orangeblossom,peonies",Women,"ambroxan,whitewoods,musk",https://www.noon.com/uae-en/long-lasting-parfum-100ml/N44909580A/p?o=fe63f84f923ba60a,,100ml,,490.0,Parfum
Princesse Marina De Bourbon Bleu Royal,"ambersandalwood,patchouli",Women,"jasminelotus,violet",https://www.noon.com/uae-en/bleu-royal-edp-100ml/N13233766A/p?o=f3cdd01d96f7cbeb,,100ml,"bergamot,apple,orangeblossom",72.5,EDP
Princesse Marina De Bourbon Dynastie Mademoiselle,"amber,musk,cedarwood",Women,"lotus,orangeflower,peony,tuberose",https://www.noon.com/uae-en/dynastie-mademoiselle-edp-100ml/N13580566A/p?o=daad7cbae6bed60d,,100ml,"mandarin,blackcurrant,pear",156.0,EDP
Pure Pink Balm Pour Femme,"himalayancedar,warm,sandal,incense",Women,"heliotrope,jasmine,hibiscusblossom,bulgarianrose",https://www.noon.com/uae-en/balm-pour-femme-edp-60ml/N19614801A/p?o=bee7f739c71efc1c,,60ml,"allspice,purplefreesia",85.0,EDP
Pure Pink Bloom,"aromaticvanilla,chocolate",Women,wood,https://www.noon.com/uae-en/bloom-edp-60ml/N23282521A/p?o=fd57b8d6a438366f,,60ml,"rosepetals,saffron",69.0,EDP
Pure Pink ElixirNew,"vetiverroot,amber,musk,vanilla",Women,"jasmine,lily,whitelilywhichgraciouslyintertwine,fruityplum",https://www.noon.com/uae-en/elixir-new-edp-80ml/N34887858A/p?o=bc86799988ed2b1d,Woody,80ml,,79.0,EDP
Pure Pink Niche Red,"notesamber,patchouli,vanilla,musk,sandalwood",Unisex,"aremagnolia,gardenia,lily,freesia,jasmine",https://www.noon.com/uae-en/niche-red-edp-100ml/N34887855A/p?o=a556375db945d1cb,Clean,100ml,,78.0,EDP
Pure Pink Pierra Katrra Puore Femme,"virginiancedar,musk,vanilla",Women,"jasmine,peony,currantbuds,pinkpepper",https://www.noon.com/uae-en/pierra-katrra-puore-femme-edp-100ml/N19614702A/p?o=f9ab9d390700783c,,100ml,raspberryroseabsolute,75.0,EDP
Pure Pink Women Of Now,himalayancedar,Women,"heliotrope,jasmine,hibiscusblossom,bulgarianrose",https://www.noon.com/uae-en/women-of-now-edp-100-millilitre/N34887857A/p?o=dae30c9fb7fbf4fd,,100ml,"spice,purplefreesia",70.0,EDP
RALPH LAUREN Blue,"amber,cedar,whitemusk,oakmoss,patchouli",Men,"peach,violet,coriander,nutmeg,rosemary",https://www.noon.com/uae-en/blue-edp-125ml/N30765191A/p?o=ea011da51fad481d,,125ml,,339.0,EDP
RALPH LAUREN Midnight Romance,"blackvanilla,ambroxan,irisabsolute",Women,"peony,sambacjasmine,freesia",https://www.noon.com/uae-en/midnight-romance-edp-100ml/N11200952A/p?o=e2026c7eb51642bd,,100ml,,266.9,EDP
RALPH LAUREN Notorious,"patchouli,vanilla,musk,orrisroot",Women,"carnation,peony,whitechocolate",https://www.noon.com/uae-en/notorious-edp-75ml/N13790167A/p?o=fce12f164f6e406f,,75ml,,259.0,EDP
RALPH LAUREN Polo Blue,"suede,vetiver,woodsynotes,patchouli",Men,"basil,,clarysage,orris",https://www.noon.com/uae-en/polo-blue-edp-200ml/N14778501A/p?o=e90249ff271ddabc,,200ml,,298.15,EDP
RALPH LAUREN Polo Blue,"suede,vetiver,woodsynotes,patchouli",Men,"basil,,clarysage,orris",https://www.noon.com/uae-en/polo-blue-edp-75ml/N11202217A/p?o=dd756eeb8c9469ae,,75ml,,209.0,EDP
RALPH LAUREN Polo Blue  For Men,"musk,woodsynotes,suede",Men,"basil,sage,geranium",https://www.noon.com/uae-en/polo-blue-for-men-eau-de-pafum-125ml/N31473988A/p?o=e04d25ee9e6eee5e,,125ml,,215.85,EDP
RALPH LAUREN Polo Blue Gold Blend,"incense,vetiver,patchouli,amber",Men,"melon,sage,lavender,greenapple",https://www.noon.com/uae-en/polo-blue-gold-blend-edp-75ml/N31126666A/p?o=d420dde9f00ecd4d,,75ml,,214.65,EDP
RALPH LAUREN Polo Red Intense,"amber,redcedar,leather",Men,"ginger,coffee,sage,lavender",https://www.noon.com/uae-en/polo-red-intense-edp-125ml/N11202220A/p?o=c0213a5b0b9c574d,Fruity,125ml,"bloodgrapefruit,cranberry,lemon,saffron",150.0,EDP
RALPH LAUREN Polo Red Intense,"amber,leather,redcedar",Men,"coffee,ginger,lavender,sage",https://www.noon.com/uae-en/polo-red-intense-edp-75ml/N28546114A/p?o=e82aafe26c7023ad,,75ml,,159.0,EDP
RALPH LAUREN Polo Supreme Cashemre,"cashmeran,orris",Men,"incense,myrhh",https://www.noon.com/uae-en/polo-supreme-cashemre-edp-125ml/N14778505A/p?o=a04faa2a1bb0aaec,,125ml,,219.9,EDP
RALPH LAUREN Polo Supreme Leather,"honey,tonka",Men,"leather,saffron",https://www.noon.com/uae-en/polo-supreme-leather-edp-125ml/N11202225A/p?o=f42320a4fb56a4cd,Spicy,125ml,"cardamom,nutmeg",119.7,EDP
RALPH LAUREN Polo Supreme Oud,"guaiacwood,vetiver",Men,agarwood,https://www.noon.com/uae-en/polo-supreme-oud-edp-125ml/N37553922A/p?o=c4a5914e3f16aaea,,125ml,,490.5,EDP
RALPH LAUREN R.L Collection Magnolia,patchouli,Women,mangolia,https://www.noon.com/uae-en/r-l-collection-magnolia-edp-100ml/N23100922A/p?o=aa34e2dfe6819d8c,,100ml,,600.0,EDP
RALPH LAUREN Ralph Lauren,"hazelnut,sandalwood,woodynotes",Women,"tuberose,orangeblossom,turkishrose",https://www.noon.com/uae-en/ralph-lauren-edp-100ml/N13790218A/p?o=c16784ccba0cd11a,,100ml,,247.05,EDP
RALPH LAUREN Ralph Lauren,"sandalwood,hazelnut,woody",Men,"tuberose,orangeblossom,turkishrose",https://www.noon.com/uae-en/ralph-lauren-edp-50ml/N13234406A/p?o=ccc4a685e9ac7e2b,,50ml,,255.1,EDP
RALPH LAUREN Ralph Lauren Polo Red Intense (M),"amber,leather,redcedar",Men,"coffee,ginger,lavender,sage",https://www.noon.com/uae-en/ralph-lauren-polo-red-intense-m-edp-30ml/N23426329A/p?o=b35aa62d9473316c,,30ml,,93.65,EDP
RALPH LAUREN Romance,"whitemusk,oakmoss,patchouli,exoticwoods",Men,"lily,lotus,whiteviolet,carnation",https://www.noon.com/uae-en/romance-edp-100ml/N12890677A/p?o=fd67c39a8ff46ffd,,100ml,,259.0,EDP
RALPH LAUREN Romance Rose,"musk,patchouli,benzoin",Women,"mayrose,rose,jasmine,whiteviolet",https://www.noon.com/uae-en/romance-rose-edp-100ml/N36647224A/p?o=d3db3f2c21eacf7b,,100ml,,268.65,EDP
RALPH LAUREN Rose,"musk,patchouli,benzoin",Women,"mayrose,rose,jasmine,whiteviolet",https://www.noon.com/uae-en/rose-edp-100ml/N23100924A/p?o=abd7d764f76ebf3c,,100ml,,600.0,EDP
RALPH LAUREN Safari,"cedar,musk,vetiver,styrax,vanilla,amber,tonka,patchouli",Women,"muguet,rose,narcissus,carnation,orchid,honey,jasmine",https://www.noon.com/uae-en/safari-edp-75ml/N11202228A/p?o=b4c5e31dabad6acb,Fruity,75ml,"galbanum,green,mandarin,aldehyde,hyacinth,orange,daffodil,blackcurrant",206.0,EDP
RALPH LAUREN Supreme Leather,"tonka,honey",Men,"leather,saffron",https://www.noon.com/uae-en/supreme-leather-edp-125ml/N14790276A/p?o=c661e0cf9d81375d,,125ml,,227.5,EDP
REMINISCENCE Les Notes Gourmandes Heliotrope,musk,Women,sandalwood,https://www.noon.com/uae-en/les-notes-gourmandes-heliotrope-edp-100ml/N42947688A/p?o=d0f0114f86226acf,Vanilla,100ml,,225.0,EDP
REMINISCENCE Patchouli Blanc,amber,Unisex,"sandalwood,intensemusks",https://www.noon.com/uae-en/patchouli-blanc-edp-100ml/N39769447A/p?o=be3fcae1825b0fdb,Woody,100ml,"hawthorn,dustyscents",185.15,EDP
REMINISCENCE Patchouli Elixir,"labdanum,musk,vanilla",Women,"tolubalm,tonkabean,patchouli",https://www.noon.com/uae-en/patchouli-elixir-edp-100ml/N14349795A/p?o=c56cd1d4939f6acd,Woody,100ml,"cedar,sandalwood,vetiver",191.75,EDP
ROCHAS Byzance,"vanillaabsolute,musk,blondewoods",Women,"rose,heliotrope,freesia",https://www.noon.com/uae-en/byzance-2019-edp-90ml/N34133007A/p?o=bc0a13a054f7427b,Oriental,90ml,"bergamot,pear,neroli",220.0,EDP
ROCHAS Byzance,"vanilla,blondwood,musk",Women,"freesia,heliotrope,rose",https://www.noon.com/uae-en/byzance-edp-4-5ml/N39769423A/p?o=a34d4b6e6a0c792a,Vanilla,4.5ml,"pear,bergamot,neroli",35.5,EDP
ROCHAS Byzance,"musk,vanilla,woodyelements",Women,"freesia,heliotropium,rose",https://www.noon.com/uae-en/byzance-edp-60ml/N35127547A/p?o=af14804f53affc4c,Oriental,60ml,"citrusbergamia,orangeblossomwater,pear",173.0,EDP
ROCHAS Mademoiselle Couture,"sandalwood,tonka,musk",Women,"orangeblossom,lily,heliotrope",https://www.noon.com/uae-en/mademoiselle-couture-edp-90ml/N35537396A/p?o=a0fede76a8c1cc7a,Woody,90ml,"bergamot,pear,pinkpepper",126.5,EDP
ROCHAS Mademoiselle Couture,"notessandalwood,tonka,musk",Women,"orangeblossom,lily,heliotrope",https://www.noon.com/uae-en/mademoiselle-couture-edt-90ml/N22797919A/p?o=a224a24b2df4639f,Floral,90ml,"bergamot,pear,pinkpepper",150.5,EDT
ROCHAS Mademoiselle,"sandalwood,ambergris,musk",Women,"egyptianjasmine,rose",https://www.noon.com/uae-en/mademoiselle-edp-90ml/N11748143A/p?o=d7cd7b54f88d2a1f,Fresh,90ml,"blackcurrant,candyapple",136.0,EDP
ROCHAS Moustache,"vanilla,benzoin,patchouli",Men,"rose,cedar",https://www.noon.com/uae-en/moustache-edp-125ml/N20179545A/p?o=ffb03d5b273ebb4a,,125ml,"mandarinorange,pinkpepper",229.0,EDP
ROCHAS Muse De Rochas,"australiansandalwood,madagascarvanilla,styrax,amber,whitemusk",Women,"whiteflowers,orangeblossom,narcissus,cinnamon",https://www.noon.com/uae-en/muse-de-rochas-edp-100ml/N36647312A/p?o=c361a73f1f4914fd,Floral,100ml,,110.0,EDP
ROCHAS Pack Of Secret,musk,Women,jasmine,https://www.noon.com/uae-en/pack-of-2-secret-edp-2x50ml/N41695839A/p?o=cab6bdb3a45b3f2c,Fruity,2x50ml,,155.0,EDP
ROCHAS Secret DE,"salt,musk,seaweed",Women,"honeyapricots,osmantusflowers",https://www.noon.com/uae-en/secret-de-edp-50ml/N12993475A/p?o=f489c0127c2fb80b,,50ml,"mango,sunflower",49.15,EDP
ROCHAS Secret De Oud Mystere,"spices,patchouli,olibanum,woodsynotes",Women,"gardenia,osmanthus,exoticspices",https://www.noon.com/uae-en/secret-de-oud-mystere-edp-100ml/N11202244A/p?o=cc353885c83338de,Spicy,100ml,"affron,rose,gardenia",78.0,EDP
ROCHAS Secret De Oud Mystere,"spices,patchouli,olibanum,woodsynotes",Women,"gardenia,osmanthus,exoticspices",https://www.noon.com/uae-en/secret-de-oud-mystere-edp-50ml/N11202245A/p?o=a4f40b5434b6690d,Spicy,50ml,"affron,rose,gardenia",65.1,EDP
ROCHAS Secret De Rochas Oud Mystere,"frankincense,oud,oakmoss,patchouli",Women,"gardenia,osmanthus,exoticspices",https://www.noon.com/uae-en/secret-de-rochas-oud-mystere-edp-50ml/N37974256A/p?o=c1d1a0c26b5e149b,Spicy,50ml,"rose,seaweed,saffron",83.0,EDP
ROCHAS Secret De Rose Intense,"amber,moss,patchouli,musk",Women,"redrose,roseleaf,osmanthus",https://www.noon.com/uae-en/secret-de-rose-intense-edp-100ml/N11202246A/p?o=b2797c10a85b643e,Floral,100ml,"mayrose,passionfruit,peach",89.5,EDP
ROCHAS Secret de Rochas,"moss,patchouli,musk",Women,"osmanthus,jasmine",https://www.noon.com/uae-en/secret-de-rochas-edp-100ml/N11202243A/p?o=ab6f4a932da1b68a,Fruity,100ml,,80.45,EDP
ROCHAS Secret de Rochas Rose Intense,"amber,moss,patchouli,musk",Women,"redrose,osmanthus,green",https://www.noon.com/uae-en/secret-de-rochas-rose-intense-edp-100ml/N27640640A/p?o=e280b3d6adfa3d1b,Floral,100ml,"mayrose,peach,passionfruit",111.15,EDP
ROOH AL OUD Lil Paris,"emsny,fahilial,sandalwood",Unisex,orgenerahihavegetables,https://www.noon.com/uae-en/lil-paris-edp-100ml/N29434136A/p?o=f396a2ec7fe690be,Woody,100ml,,147.0,EDP
ROOH AL OUD Raheeb,"first,yearbuildings",Unisex,firstyearbuildings,https://www.noon.com/uae-en/raheeb-edp-100ml/N29434142A/p?o=fb66fc4f3d72bfee,,100ml,atarfarance,315.0,EDP
ROOH AL OUD Vanila,"flannel,amberfat",Unisex,"musk,oakmoss,",https://www.noon.com/uae-en/vanila-edp-75ml/N29434144A/p?o=cdaeddfb99ac57fd,,75ml,arabic,190.0,EDP
Rasasi Abyan,"leather,musk,wood",Men,"apple,rose",https://www.noon.com/uae-en/abyan-edc-95ml/N34218884A/p?o=f66c66daf0f7997b,Floral,95ml,,64.0,EDC
Rasasi Abyan,"cedar,musk",Women,"rose,violet",https://www.noon.com/uae-en/abyan-edp-95ml/N34218885A/p?o=e7b44919487e34fe,Floral,95ml,"lemon,raspberry",61.75,EDP
Rasasi Afshan,"cedar,amber,woodynotes,musk",Women,"ylangylangg,rose,spicy",https://www.noon.com/uae-en/afshan-edp-100ml/N30545217A/p?o=eb00f7ee7014a80a,Oriental,100ml,,30.25,EDP
Rasasi Al Hobb Al Abady,"animallic,musk,vanilla,cedarwood,wood",Women,"floral,jasmine,ylangylangg,cyclamen,rosewood",https://www.noon.com/uae-en/al-hobb-al-abady-edp-100ml/N40416086A/p?o=f1d8bd0bf3a6c59e,Floral,100ml,,52.5,EDP
Rasasi Al Hobb Al Hakiki,"labdanum,cedarwood,sandalwood,cashmeran",Women,"rose,lily,woody,patchouli",https://www.noon.com/uae-en/al-hobb-al-hakiki-edp-100ml/N40416087A/p?o=f249c11e6ce06d7d,Fruity,100ml,,52.5,EDP
Rasasi Al Wisam Day,"oakmoss,,rich,mustyoud",Men,"ambernuancedclarysage,soft,milkysandalwood,woodycedarwood",https://www.noon.com/uae-en/al-wisam-day-edp-100ml/N12890397A/p?o=a5affd8930fa0a2f,Oriental,100ml,"bergamotprovidescitrusy,bitter,,souraroma,fruitynuances",96.9,EDP
Rasasi Al Wisam,"amber,musk,oakmoss,agarwoodoud",Unisex,"rose,clarysage,sandalwood,cedar",https://www.noon.com/uae-en/al-wisam-edp-100ml/N15387619A/p?o=ca7b85b9ac5327cc,Oriental,100ml,"bergamot,lavender,geranium",99.1,EDP
Rasasi Al Wisam Evening,"musk,sandalwood",Men,"galbanum,blackcurrantleaf,rose",https://www.noon.com/uae-en/al-wisam-evening-edp-100ml/N27599325A/p?o=ec823d2503862bbe,,100ml,"lemon,lavender",91.1,EDP
